Le courage n'est pas l'absence de peur, c'est de considérer que quelque chose est plus important que la peur.,Ambrose Redmoon,,energetic,courage|fear|importance|will,#courage|#peur|#citation|#sagesse|#force|#volonté|#motivation|#quotes|#vie,0,;
L'art de vivre, c'est de savoir s'émerveiller des petites choses.,Anonyme,,warm,art|wonder|small things|life,#émerveillement|#art|#citation|#sagesse|#petites choses|#vie|#quotes|#gratitude|#présence,0,;
Si ta compassion n'inclut pas toi-même, elle est incomplète.,Jack Kornfield,,warm,compassion|self|include|whole,#compassion|#soi|#citation|#sagesse|#bienveillance|#amourepropre|#quotes|#psychologie|#bouddhisme,0,;
Ce que tu crois limiter est souvent ce qui te sauve.,Anonyme,,contemplative,limit|save|belief|boundary,#limite|#sauver|#citation|#sagesse|#croyance|#frontière|#quotes|#psychologie|#vie,0,;
La vraie richesse se mesure à la qualité des présences dans ta vie.,Anonyme,,warm,wealth|presence|quality|life,#richesse|#présence|#citation|#sagesse|#qualité|#relation|#quotes|#bonheur|#vie,0,;
La seule chose immuable est le changement.,Héraclite,,contemplative,change|constant|flow|truth,#héraclite|#changement|#citation|#sagesse|#vérité|#flux|#philosophie|#quotes|#vie,0,;
Pour sortir de la caverne, il faut d'abord accepter qu'on y est.,Platon,,contemplative,cave|accept|awakening|truth,#platon|#allégorie|#citation|#sagesse|#caverne|#éveil|#philosophie|#quotes|#vérité,0,;
Ce n'est pas ce que tu fais qui compte. C'est pourquoi tu le fais.,Anonyme,,contemplative,why|action|purpose|meaning,#intention|#sens|#citation|#sagesse|#action|#pourquoi|#quotes|#vie|#motivation,0,;
La gratitude est la mémoire du cœur.,Jean-Baptiste Massieu,,warm,gratitude|heart|memory|soul,#gratitude|#cœur|#citation|#sagesse|#mémoire|#sentiment|#quotes|#vie|#bonheur,0,;
Tout problème contient en lui-même la graine de sa propre solution.,Stanley Arnold,,calm,problem|solution|seed|within,#problème|#solution|#citation|#sagesse|#résilience|#graine|#quotes|#mindset|#vie,0,;
Le meilleur moment de ta vie est toujours maintenant.,Anonyme,,warm,now|best|moment|present,#maintenant|#présent|#citation|#sagesse|#meilleur|#moment|#quotes|#mindfulness|#vie,0,;
L'énergie va là où l'attention va.,Anonyme,,contemplative,energy|attention|focus|flow,#énergie|#attention|#citation|#sagesse|#focus|#intention|#quotes|#mindset|#vie,0,;
Le silence est parfois la réponse la plus sage.,Anonyme,,calm,silence|answer|wisdom|peace,#silence|#sagesse|#citation|#réponse|#paix|#calme|#quotes|#philosophie|#vie,0,;
Moins tu t'expliques, plus tu as de paix dans ta vie.,Anonyme,,calm,explain|peace|less|quiet,#paix|#silence|#citation|#sagesse|#expliquer|#calme|#quotes|#vie|#liberté,0,;
Reste dans ta propre lumière. Ne te compare pas.,Anonyme,,warm,own light|compare|self|shine,#lumière|#comparaison|#citation|#sagesse|#soi|#briller|#quotes|#vie|#authenticité,0,;
Les blessures sont des ouvertures pour que la lumière entre.,Rumi / Leonard Cohen,,melancholic,wound|light|enter|crack,#rumi|#cohen|#citation|#sagesse|#blessure|#lumière|#quotes|#guérison|#résilience,0,;
Fais confiance au processus, même quand tu ne comprends pas le plan.,Anonyme,,calm,trust|process|plan|faith,#confiance|#processus|#citation|#sagesse|#foi|#plan|#quotes|#vie|#patience,0,;
L'enfer, c'est les autres.,Jean-Paul Sartre,,melancholic,hell|others|relations|conflict,#sartre|#existentialisme|#citation|#sagesse|#enfer|#autres|#philosophie|#quotes|#humanité,0,;
On n'est pas né femme, on le devient.,Simone de Beauvoir,,contemplative,woman|become|identity|freedom,#beauvoir|#féminisme|#existentialisme|#citation|#sagesse|#identité|#philosophie|#quotes|#liberté,0,;
Changer le monde, pas l'interpréter.,Jean-Paul Sartre,,energetic,change|world|action|not theory,#sartre|#action|#philosophie|#citation|#sagesse|#monde|#changement|#quotes|#engagement,0,;
On ne peut pas fuir sa liberté.,Jean-Paul Sartre,,contemplative,freedom|escape|responsibility|self,#sartre|#liberté|#philosophie|#citation|#responsabilité|#sagesse|#quotes|#existentialisme|#être,0,;
La liberté est ce que tu fais avec ce qu'on a fait de toi.,Jean-Paul Sartre,,energetic,freedom|action|create|past,#sartre|#liberté|#philosophie|#citation|#sagesse|#action|#quotes|#existentialisme|#être,0,;
L'imagination est une façon de voir au-delà.,Simone de Beauvoir,,warm,imagination|beyond|vision|create,#beauvoir|#imagination|#philosophie|#citation|#sagesse|#vision|#quotes|#féminisme|#liberté,0,;
On ne naît pas courageux. On le devient en faisant des choses courageuses.,Simone de Beauvoir,,energetic,courage|become|action|practice,#beauvoir|#courage|#philosophie|#citation|#sagesse|#action|#quotes|#féminisme|#devenir,0,;
Quand je suis avec toi, je veux mourir d'amour. Quand je suis sans toi, je veux mourir de désespoir.,Rumi,,melancholic,love|despair|with|without,#rumi|#amour|#poésie|#mystique|#citation|#désespoir|#sagesse|#spiritualité|#quotes,0,;
Parle avec moi en poésie. Je suis las des mots ordinaires.,Rumi,,warm,poetry|words|language|soul,#rumi|#poésie|#mots|#mystique|#citation|#âme|#sagesse|#spiritualité|#quotes,0,;
La connaissance sans transformation est juste de l'information.,Rumi,,contemplative,knowledge|transform|information|wisdom,#rumi|#connaissance|#mystique|#citation|#transformation|#sagesse|#spiritualité|#quotes|#soufi,0,;
Où que tu sois, sois entièrement là.,Rumi,,calm,presence|here|now|mindfulness,#rumi|#présence|#mystique|#citation|#sagesse|#maintenant|#spiritualité|#mindfulness|#quotes,0,;
Le cercle de l'amour n'a ni début ni fin.,Rumi,,warm,circle|love|infinite|no end,#rumi|#amour|#cercle|#mystique|#citation|#infini|#sagesse|#spiritualité|#quotes,0,;
Ta tâche n'est pas de chercher l'amour, mais de trouver les barrières en toi qui t'empêchent de le recevoir.,Rumi,,contemplative,barriers|love|receive|inner,#rumi|#amour|#barrières|#mystique|#citation|#intérieur|#sagesse|#spiritualité|#quotes,0,;
Même si tu as brisé tes vœux mille fois, reviens.,Rumi,,warm,return|vow|broken|forgiveness,#rumi|#retour|#pardon|#mystique|#citation|#sagesse|#compassion|#spiritualité|#quotes,0,;
Le cœur aimant ne se refroidit jamais.,Rumi,,warm,heart|love|warm|eternal,#rumi|#cœur|#amour|#mystique|#citation|#éternel|#sagesse|#spiritualité|#quotes,0,;
Chaque arbre, chaque plante a une parole à dire si tu sais l'écouter.,Rumi,,calm,nature|tree|listen|soul,#rumi|#nature|#écoute|#mystique|#citation|#sagesse|#spiritualité|#quotes|#soufi,0,;
L'amour donne vie à ce qui était mort.,Rumi,,warm,love|life|dead|alive,#rumi|#amour|#vie|#mystique|#citation|#sagesse|#renaissance|#spiritualité|#quotes,0,;
Fais en sorte que ta nature soit belle comme la rose, non piquante comme l'épine.,Rumi,,warm,rose|thorn|character|beauty,#rumi|#rose|#épine|#mystique|#citation|#caractère|#sagesse|#spiritualité|#quotes,0,;
L'amour est la seule alchimie qui transforme le plomb en or.,Rumi,,warm,alchemy|gold|lead|love,#rumi|#amour|#alchimie|#mystique|#citation|#transformation|#sagesse|#spiritualité|#quotes,0,;
Sois présent là où tu as peur d'être.,Rumi,,energetic,fear|present|courage|be,#rumi|#courage|#peur|#mystique|#citation|#présence|#sagesse|#spiritualité|#quotes,0,;
L'âme a été laissée quelque part derrière moi. Maintenant, je dois la retrouver.,Rumi,,melancholic,soul|lost|find|journey,#rumi|#âme|#voyage|#mystique|#citation|#chercher|#sagesse|#spiritualité|#quotes,0,;
Dieu parle à chaque être différemment. Écoute avec ton âme.,Rumi,,contemplative,god|soul|listen|speak,#rumi|#dieu|#écoute|#mystique|#citation|#âme|#sagesse|#spiritualité|#soufi,0,;
Le fond de la rivière est calme même quand l'eau est agitée en surface.,Rumi,,calm,river|surface|deep|calm,#rumi|#profondeur|#calme|#mystique|#citation|#sagesse|#paix|#spiritualité|#quotes,0,;
Qui cherche Dieu a déjà trouvé le chemin vers lui.,Rumi,,warm,god|search|path|found,#rumi|#dieu|#chemin|#mystique|#citation|#sagesse|#foi|#spiritualité|#soufi,0,;
L'amour enseigne à l'alchimiste ce que nul livre ne peut enseigner.,Rumi,,warm,love|teach|book|wisdom,#rumi|#amour|#enseignement|#mystique|#citation|#sagesse|#alchimiste|#spiritualité|#quotes,0,;
Dans le désert du cœur, il y a toujours un puits.,Rumi,,warm,desert|heart|well|hope,#rumi|#cœur|#espoir|#mystique|#citation|#puits|#sagesse|#spiritualité|#quotes,0,;
Ce que tu aimes te révèle ce que tu es.,Rumi,,contemplative,love|reveal|who|self,#rumi|#amour|#révélation|#mystique|#citation|#soi|#sagesse|#spiritualité|#quotes,0,;
Chaque matin, demande-toi : que dois-je faire pour mériter de vivre ?,Marc Aurèle,,energetic,morning|question|purpose|earn,#stoicisme|#marcaurele|#philosophie|#matin|#citation|#sagesse|#mindset|#motivation|#quotes,0,;
Il ne fait jamais froid quand on garde le feu intérieur allumé.,Marc Aurèle,,warm,fire|inner|cold|strength,#stoicisme|#marcaurele|#intérieur|#citation|#sagesse|#force|#mindset|#quotes|#stoic,0,;
Le passé n'existe que dans ta mémoire. Le futur n'existe que dans ta crainte. Reste présent.,Marc Aurèle,,calm,past|future|present|memory,#stoicisme|#marcaurele|#présent|#citation|#sagesse|#mindfulness|#stoic|#mindset|#quotes,0,;
La persévérance est la mère de la bonne chance.,Marc Aurèle,,energetic,perseverance|luck|mother|work,#stoicisme|#marcaurele|#persévérance|#citation|#sagesse|#chance|#mindset|#motivation|#quotes,0,;
Ne tarde pas à vivre. Commence maintenant.,Marc Aurèle,,energetic,now|live|begin|urgent,#stoicisme|#marcaurele|#maintenant|#citation|#sagesse|#vivre|#mindset|#motivation|#quotes,0,;
Ton esprit est une citadelle. Personne ne peut l'envahir si tu n'en ouvres pas les portes.,Marc Aurèle,,energetic,mind|citadel|fortress|protect,#stoicisme|#marcaurele|#esprit|#citation|#sagesse|#forteresse|#stoic|#mindset|#quotes,0,;
La sagesse ne vient pas avec l'âge. Elle vient avec la réflexion.,Marc Aurèle,,contemplative,wisdom|age|reflection|think,#stoicisme|#marcaurele|#sagesse|#réflexion|#citation|#philosophie|#stoic|#mindset|#quotes,0,;
Vis de manière à ne jamais regretter ce que tu as fait.,Marc Aurèle,,energetic,regret|live|action|decision,#stoicisme|#marcaurele|#regret|#citation|#sagesse|#décision|#stoic|#mindset|#quotes,0,;
Les hommes vont et viennent. Les principes restent.,Marc Aurèle,,contemplative,principles|men|lasting|truth,#stoicisme|#marcaurele|#principes|#citation|#sagesse|#éternel|#stoic|#quotes|#philosophie,0,;
Tout a deux anses : l'une portative, l'autre difficile à porter.,Marc Aurèle,,contemplative,handle|perspective|choice|view,#stoicisme|#marcaurele|#perspective|#citation|#sagesse|#choix|#stoic|#mindset|#quotes,0,;
On parle toujours trop de ses propres vertus et trop peu de celles des autres.,Nietzsche,,contemplative,virtue|others|humility|talk,#nietzsche|#vertu|#philosophie|#citation|#humilité|#sagesse|#psychologie|#quotes|#humanité,0,;
Une personne qui sait pourquoi elle peut supporter presque n'importe quel comment.,Nietzsche,,energetic,why|how|purpose|endure,#nietzsche|#sens|#philosophie|#citation|#but|#sagesse|#résilience|#motivation|#quotes,0,;
L'arbre qui veut atteindre le ciel doit d'abord planter ses racines jusqu'aux enfers.,Nietzsche,,energetic,roots|sky|depth|height,#nietzsche|#racines|#philosophie|#citation|#profondeur|#sagesse|#croissance|#motivation|#quotes,0,;
Sans la musique, la vie serait une erreur.,Nietzsche,Ohne Musik wäre das Leben ein Irrtum.,warm,music|life|error|soul,#nietzsche|#musique|#philosophie|#citation|#art|#vie|#sagesse|#quotes|#beauté,0,;
Rien ne vaut la peine si tu dois cesser d'être toi-même pour l'obtenir.,Nietzsche,,energetic,self|worth|authentic|sacrifice,#nietzsche|#authenticité|#philosophie|#citation|#soi|#sagesse|#identité|#quotes|#valeur,0,;
La créativité est la façon dont tu montres au monde qui tu es.,Nietzsche,,energetic,creativity|show|world|self,#nietzsche|#créativité|#philosophie|#citation|#expression|#sagesse|#art|#quotes|#identité,0,;
Ne te mens jamais à toi-même. Un homme qui se trompe lui-même et écoute sa propre mensonge finit par ne plus reconnaître la vérité.,Nietzsche,,contemplative,truth|self-lie|honest|recognize,#nietzsche|#vérité|#philosophie|#citation|#mensonge|#sagesse|#honnêteté|#quotes|#authenticité,0,;
La grandeur de l'homme réside dans sa capacité d'être plus que lui-même.,Nietzsche,,energetic,beyond|self|greatness|more,#nietzsche|#grandeur|#philosophie|#citation|#dépassement|#sagesse|#évolution|#quotes|#humanité,0,;
Ne t'arrête jamais tant que tu n'as pas donné tout ce que tu peux donner.,Nietzsche,,energetic,give|stop|all|effort,#nietzsche|#effort|#philosophie|#citation|#don|#sagesse|#motivation|#quotes|#dépassement,0,;
La vérité est amère. C'est pourquoi les hommes préfèrent les mensonges doux.,Nietzsche,,melancholic,truth|bitter|lies|sweet,#nietzsche|#vérité|#philosophie|#citation|#mensonge|#sagesse|#lucidité|#quotes|#humanité,0,;
Soyez une lampe pour vous-même. Soyez votre propre refuge.,Bouddha,,warm,lamp|refuge|self|light,#bouddha|#bouddhisme|#lumière|#citation|#sagesse|#refuge|#mindfulness|#quotes|#éveil,0,;
On ne peut traverser la mer en se contentant de regarder l'eau.,Bouddha,,energetic,ocean|cross|act|water,#bouddha|#bouddhisme|#action|#citation|#sagesse|#passer|#mindfulness|#quotes|#éveil,0,;
Le silence n'est pas un vide. C'est une plénitude.,Bouddha,,calm,silence|fullness|void|peace,#bouddha|#silence|#bouddhisme|#citation|#plénitude|#sagesse|#paix|#mindfulness|#quotes,0,;
Avant d'agir, écoute. Avant de réagir, réfléchis.,Bouddha,,calm,listen|think|act|react,#bouddha|#bouddhisme|#écoute|#citation|#sagesse|#réflexion|#mindfulness|#quotes|#éveil,0,;
La méditation est un bain pour l'esprit.,Bouddha,,calm,meditation|mind|bath|clarity,#bouddha|#méditation|#bouddhisme|#citation|#esprit|#sagesse|#mindfulness|#quotes|#paix,0,;
Le vrai bonheur ne dépend d'aucune condition.,Bouddha,,calm,happiness|condition|free|inner,#bouddha|#bonheur|#bouddhisme|#citation|#sagesse|#liberté|#mindfulness|#quotes|#éveil,0,;
Penser est facile. Agir est difficile. Penser selon ce qu'on pense : voilà ce qui est le plus difficile.,Bouddha,,contemplative,think|act|coherence|difficult,#bouddha|#bouddhisme|#cohérence|#citation|#sagesse|#action|#mindfulness|#quotes|#éveil,0,;
Le chemin vers l'éveil commence par un moment d'attention.,Bouddha,,calm,attention|moment|awakening|start,#bouddha|#éveil|#bouddhisme|#attention|#citation|#sagesse|#mindfulness|#quotes|#présence,0,;
Un esprit calme apporte l'intérieur et l'extérieur dans l'harmonie.,Bouddha,,calm,calm|harmony|inner|outer,#bouddha|#bouddhisme|#harmonie|#citation|#calme|#sagesse|#mindfulness|#quotes|#éveil,0,;
Si tu comprends les illusions, tu es illuminé. Si tu ne comprends pas, tu es un être ordinaire.,Bouddha,,contemplative,illusion|understand|illumine|ordinary,#bouddha|#illusion|#bouddhisme|#citation|#sagesse|#éveil|#mindfulness|#quotes|#compréhension,0,;
Cherche en toi ce qui te fait souffrir, et tu seras déjà sur la voie de guérir.,Épictète,,contemplative,inner|suffering|heal|search,#épictète|#stoicisme|#philosophie|#citation|#guérison|#sagesse|#stoic|#mindset|#quotes,0,;
Le fait de faire ce qui est juste suffit. Tu n'as pas besoin d'approbation.,Épictète,,contemplative,right|approval|enough|just,#épictète|#stoicisme|#philosophie|#citation|#approbation|#sagesse|#stoic|#mindset|#quotes,0,;
Tu peux être indestructible si tu te contentes de n'entreprendre que les choses où la vertu exige que tu sois engagé.,Épictète,,energetic,indestructible|virtue|engage|commit,#épictète|#stoicisme|#philosophie|#citation|#indestructible|#sagesse|#vertu|#stoic|#quotes,0,;
La richesse n'existe pas dans la possession de nombreuses choses, mais dans avoir peu de désirs.,Épictète,,calm,wealth|few|desires|richness,#épictète|#stoicisme|#richesse|#citation|#désirs|#sagesse|#philosophie|#stoic|#quotes,0,;
Le vrai mal est la faiblesse du caractère.,Épictète,,contemplative,weakness|character|evil|strength,#épictète|#stoicisme|#caractère|#citation|#sagesse|#philosophie|#stoic|#mindset|#quotes,0,;
Distingue toujours ce qui dépend de toi de ce qui n'en dépend pas.,Épictète,,calm,control|depend|distinguish|freedom,#épictète|#stoicisme|#contrôle|#citation|#sagesse|#distinction|#stoic|#philosophie|#quotes,0,;
Ne crains pas les événements mais ta réaction face à eux.,Épictète,,calm,events|fear|reaction|control,#épictète|#stoicisme|#réaction|#citation|#peur|#sagesse|#stoic|#mindset|#quotes,0,;
Le plus grand bien est la santé de l'âme.,Épictète,,warm,soul|health|good|greatest,#épictète|#stoicisme|#âme|#citation|#sagesse|#santé|#philosophie|#stoic|#quotes,0,;
Sois content de faire le bien même si ça ne t'est pas reconnu.,Épictète,,warm,good|recognition|content|virtue,#épictète|#stoicisme|#bien|#citation|#sagesse|#reconnaissance|#stoic|#vertu|#quotes,0,;
Libère-toi du désir de plaire et tu seras vraiment libre.,Épictète,,energetic,free|please|desire|liberation,#épictète|#liberté|#stoicisme|#citation|#désir|#sagesse|#stoic|#philosophie|#quotes,0,;
La vie est trop courte pour être petite.,Sénèque,,energetic,life|short|small|great,#sénèque|#stoicisme|#philosophie|#vie|#citation|#sagesse|#grandeur|#stoic|#motivation,0,;
Mets-y du cœur et ça marchera.,Sénèque,,warm,heart|work|effort|soul,#sénèque|#stoicisme|#cœur|#citation|#sagesse|#effort|#stoic|#motivation|#quotes,0,;
Le temps que tu n'investis pas en toi-même est du temps perdu.,Sénèque,,contemplative,time|invest|self|lost,#sénèque|#stoicisme|#temps|#citation|#sagesse|#soi|#stoic|#mindset|#quotes,0,;
Les hommes apprennent en enseignant.,Sénèque,,warm,teach|learn|together|grow,#sénèque|#stoicisme|#enseignement|#citation|#sagesse|#apprentissage|#stoic|#quotes|#croissance,0,;
Il est des blessures qui ne guérissent qu'avec le temps. Donne-lui le temps.,Sénèque,,melancholic,wounds|heal|time|patience,#sénèque|#blessures|#stoicisme|#citation|#guérison|#sagesse|#patience|#stoic|#quotes,0,;
Ceux qui sont partout ne sont nulle part.,Sénèque,,calm,focus|everywhere|nowhere|attention,#sénèque|#stoicisme|#focus|#citation|#sagesse|#présence|#stoic|#mindset|#quotes,0,;
L'esprit est notre seule demeure.,Sénèque,,contemplative,mind|home|only|self,#sénèque|#stoicisme|#esprit|#citation|#sagesse|#demeure|#stoic|#philosophie|#quotes,0,;
Ne regarde pas en arrière. Il n'est pas là que tu vas.,Sénèque,,energetic,forward|backward|past|direction,#sénèque|#stoicisme|#passé|#citation|#sagesse|#avancer|#stoic|#motivation|#quotes,0,;
Le commencement est la moitié de tout.,Sénèque,,energetic,begin|half|start|whole,#sénèque|#stoicisme|#commencement|#citation|#sagesse|#début|#stoic|#motivation|#quotes,0,;
Personne n'est heureux s'il ne cherche que son propre bonheur.,Sénèque,,warm,happiness|others|give|self,#sénèque|#bonheur|#stoicisme|#citation|#sagesse|#autres|#stoic|#philosophie|#quotes,0,;
Le plaisir est une chanson de liberté. La douleur est la rupture du cocon.,Khalil Gibran,,melancholic,pleasure|pain|freedom|cocoon,#gibran|#douleur|#liberté|#poésie|#citation|#sagesse|#cocon|#quotes|#humanité,0,;
Ton enfant n'est pas ton enfant. Il vient à travers toi, non de toi.,Khalil Gibran,,warm,child|through|parent|freedom,#gibran|#enfant|#liberté|#poésie|#citation|#sagesse|#parentalité|#quotes|#humanité,0,;
Ce qui semble amer en présent peut être doux dans l'avenir.,Khalil Gibran,,melancholic,bitter|sweet|time|perspective,#gibran|#temps|#perspective|#poésie|#citation|#sagesse|#avenir|#quotes|#humanité,0,;
La générosité n'est pas un acte mais un mode d'être.,Khalil Gibran,,warm,generosity|being|mode|soul,#gibran|#générosité|#être|#poésie|#citation|#sagesse|#mode|#quotes|#humanité,0,;
Aimer en silence, sans que l'aimé le sache, sans en attendre rien, est la forme la plus pure d'amour.,Khalil Gibran,,warm,silent love|pure|expect|nothing,#gibran|#amour|#silence|#poésie|#citation|#pureté|#sagesse|#quotes|#humanité,0,;
Vois comme le vin le temps, il s'améliore en vieillissant.,Khalil Gibran,,warm,wine|age|improve|time,#gibran|#temps|#amélioration|#poésie|#citation|#sagesse|#vin|#quotes|#humanité,0,;
La tristesse est la muraille entre deux jardins.,Khalil Gibran,,melancholic,sadness|wall|garden|two,#gibran|#tristesse|#poésie|#citation|#sagesse|#jardin|#dualité|#quotes|#humanité,0,;
L'amour ne possède pas, et ne veut pas être possédé.,Khalil Gibran,,warm,love|possess|free|mutual,#gibran|#amour|#liberté|#poésie|#citation|#sagesse|#possession|#quotes|#humanité,0,;
Si tu veux connaître la vie, lis sur toi-même en lisant sur les autres.,Khalil Gibran,,contemplative,life|self|others|read,#gibran|#vie|#connaissance|#poésie|#citation|#sagesse|#autres|#quotes|#humanité,0,;
La vérité est un miroir tombé de Dieu qui s'est brisé en mille morceaux.,Khalil Gibran,,contemplative,truth|mirror|god|broken,#gibran|#vérité|#miroir|#poésie|#citation|#sagesse|#dieu|#quotes|#humanité,0,;
Qui connaît les autres est sage. Qui se connaît soi-même est illuminé.,Lao Tseu,,contemplative,know|others|self|illumination,#laotzu|#taoisme|#sagesse|#citation|#connaissance|#soi|#philosophie|#quotes|#tao,0,;
Sois comme l'eau, qui prend la forme de ce qui la contient.,Lao Tseu,,calm,water|adapt|shape|flexible,#laotzu|#taoisme|#eau|#citation|#adaptation|#sagesse|#flexibilité|#quotes|#tao,0,;
Pour diriger le peuple, marche derrière lui.,Lao Tseu,,contemplative,lead|behind|people|follow,#laotzu|#taoisme|#leadership|#citation|#sagesse|#diriger|#philosophie|#quotes|#tao,0,;
Le sage n'accumule pas. Plus il sert les autres, plus il est riche.,Lao Tseu,,warm,serve|rich|accumulate|sage,#laotzu|#taoisme|#service|#citation|#richesse|#sagesse|#philosophie|#quotes|#tao,0,;
Ne cherche pas ce que tu n'as pas. Apprécie ce que tu as.,Lao Tseu,,calm,appreciate|have|seek|peace,#laotzu|#taoisme|#gratitude|#citation|#sagesse|#apprécier|#philosophie|#quotes|#tao,0,;
La force véritable vient de la douceur.,Lao Tseu,,calm,strength|softness|true|power,#laotzu|#taoisme|#force|#citation|#douceur|#sagesse|#philosophie|#quotes|#tao,0,;
Une vie bien remplie n'a pas de place pour le regret.,Lao Tseu,,warm,life|full|regret|place,#laotzu|#taoisme|#vie|#citation|#regret|#sagesse|#philosophie|#quotes|#tao,0,;
L'action juste sort du bon cœur comme l'eau jaillit d'une source.,Lao Tseu,,warm,action|heart|source|spring,#laotzu|#taoisme|#action|#citation|#cœur|#sagesse|#philosophie|#quotes|#tao,0,;
Quand les opposés se rencontrent en harmonie, la vie s'écoule paisiblement.,Lao Tseu,,calm,opposites|harmony|flow|peaceful,#laotzu|#taoisme|#harmonie|#citation|#sagesse|#dualité|#philosophie|#quotes|#tao,0,;
Vide-toi de tout. Laisse ton esprit reposer en paix.,Lao Tseu,,calm,empty|rest|peace|mind,#laotzu|#taoisme|#vide|#citation|#paix|#sagesse|#méditation|#quotes|#tao,0,;
Celui qui ouvre une porte d'école ferme une prison.,Victor Hugo,,warm,school|door|prison|education,#victorhugo|#éducation|#citation|#sagesse|#école|#prison|#quotes|#humanité|#société,0,;
Ce que les parents ont dit aux enfants, la société le dira aux peuples.,Victor Hugo,,contemplative,parents|children|society|education,#victorhugo|#éducation|#citation|#sagesse|#société|#enfants|#quotes|#humanité|#transmission,0,;
Le fond de ma pensée, c'est que la misère d'un seul est la misère de tous.,Victor Hugo,,warm,misery|all|one|humanity,#victorhugo|#humanité|#citation|#sagesse|#misère|#solidarité|#quotes|#fraternité|#société,0,;
Les sottises du vieillard sont pires que celles du jeune homme.,Victor Hugo,,melancholic,old|young|folly|age,#victorhugo|#sagesse|#citation|#vieillesse|#jeunesse|#philosophie|#quotes|#humanité|#âge,0,;
On ressemble à ses amours.,Victor Hugo,,warm,love|resemble|character|mirror,#victorhugo|#amour|#citation|#sagesse|#ressemblance|#relation|#quotes|#miroir|#humanité,0,;
Le propre de la vérité, c'est qu'elle n'a jamais peur.,Victor Hugo,,energetic,truth|fear|never|bold,#victorhugo|#vérité|#citation|#sagesse|#courageux|#peur|#quotes|#philosophie|#humanité,0,;
Aimer, c'est la moitié de croire.,Victor Hugo,,warm,love|believe|half|faith,#victorhugo|#amour|#foi|#citation|#sagesse|#croire|#quotes|#humanité|#sentiment,0,;
Il y a dans tout homme un horizon au-delà duquel il ne voit plus.,Victor Hugo,,contemplative,horizon|see|beyond|limit,#victorhugo|#philosophie|#citation|#sagesse|#horizon|#limite|#quotes|#humanité|#perspective,0,;
La mélancolie, c'est le bonheur d'être triste.,Victor Hugo,,melancholic,melancholy|happiness|sad|bittersweet,#victorhugo|#mélancolie|#citation|#bonheur|#sagesse|#tristesse|#quotes|#humanité|#sentiment,0,;
Les nations sont des maisons d'éducation de l'humanité.,Victor Hugo,,warm,nation|education|humanity|house,#victorhugo|#humanité|#éducation|#citation|#sagesse|#nation|#quotes|#société|#progrès,0,;
Ce monde en lui-même n'est pas raisonnable. C'est tout ce qu'on peut en dire.,Albert Camus,,melancholic,world|unreasonable|absurd|say,#camus|#absurde|#philosophie|#citation|#monde|#sagesse|#existentialisme|#quotes|#vérité,0,;
Dans un monde privé d'illusions et de lumières, l'homme se sent étranger.,Albert Camus,,melancholic,illusion|stranger|world|exile,#camus|#absurde|#philosophie|#citation|#étranger|#sagesse|#existentialisme|#quotes|#aliénation,0,;
L'été, je ne veux pas me souvenir du froid.,Albert Camus,,warm,summer|cold|forget|presence,#camus|#été|#philosophie|#citation|#présent|#sagesse|#mémoire|#quotes|#vie,0,;
La honte ne vient pas d'avoir échoué, mais de ne pas avoir essayé.,Albert Camus,,energetic,shame|fail|try|courage,#camus|#échec|#philosophie|#citation|#courage|#sagesse|#existentialisme|#quotes|#essayer,0,;
Je suis né dans un état de manque, et j'ai passé ma vie à combler ce manque.,Albert Camus,,melancholic,lack|fill|born|life,#camus|#manque|#philosophie|#citation|#vie|#sagesse|#existentialisme|#quotes|#humanité,0,;
L'honnêteté consiste à ne pas flatter ce que l'on aime.,Albert Camus,,contemplative,honesty|flatter|love|truth,#camus|#honnêteté|#philosophie|#citation|#sagesse|#amour|#quotes|#existentialisme|#vérité,0,;
Créer c'est vivre deux fois.,Albert Camus,,warm,create|live|twice|art,#camus|#création|#philosophie|#citation|#vie|#sagesse|#art|#quotes|#existentialisme,0,;
Il faut toujours être prêt à tout quitter.,Albert Camus,,contemplative,letting go|ready|everything|freedom,#camus|#lâcherprise|#philosophie|#citation|#liberté|#sagesse|#existentialisme|#quotes|#détachement,0,;
La médiocrité n'est pas dans le peu de talent. C'est dans l'absence de passion.,Albert Camus,,energetic,mediocrity|passion|talent|absence,#camus|#passion|#philosophie|#citation|#médiocrité|#sagesse|#existentialisme|#quotes|#feu,0,;
Aimez la vie ! Même si elle est parfois injuste, aimez-la.,Fiodor Dostoïevski,,warm,life|injust|love|anyway,#dostoïevski|#vie|#amour|#littérature|#citation|#sagesse|#humanité|#quotes|#résilience,0,;
Ce n'est pas l'intelligence qui sauvera l'homme, c'est la conscience.,Fiodor Dostoïevski,,contemplative,conscience|intelligence|save|awareness,#dostoïevski|#conscience|#littérature|#citation|#sagesse|#intelligence|#quotes|#humanité|#morale,0,;
L'homme est un mystère. Ce mystère doit être compris, même si toute une vie y est consacrée.,Fiodor Dostoïevski,,contemplative,mystery|man|understand|life,#dostoïevski|#mystère|#littérature|#citation|#sagesse|#homme|#quotes|#humanité|#philosophie,0,;
La liberté véritable n'est pas dans l'absence de contraintes, mais dans la capacité à les choisir.,Fiodor Dostoïevski,,contemplative,freedom|constraints|choose|true,#dostoïevski|#liberté|#littérature|#citation|#choix|#sagesse|#quotes|#humanité|#philosophie,0,;
